 -0.010 -0.028 2454353.55469836 237.09 E 
  0.013 -0.018 2454353.55650366 237.09 E 
 -0.043  0.003 2454353.55832273 237.09 E 
 -0.031 -0.042 2454353.56032289 237.09 E 
 -0.036 -0.043 2454353.56207134 237.09 E 
 -0.039 -0.073 2454353.56390072 237.10 E 
 -0.056 -0.078 2454353.56567638 237.10 E 
 -0.046 -0.060 2454353.56749974 237.10 E 
 -0.068 -0.078 2454353.56923915 237.10 E 
  0.049 -0.173 2454353.57201206 237.10 E 
  0.101 -0.153 2454353.57384213 237.10 E 
  0.064 -0.165 2454353.57567279 237.11 E 
  0.024 -0.141 2454353.57753274 237.11 E 
  0.060 -0.134 2454353.57930851 237.11 E 
  0.071 -0.188 2454353.58114276 237.11 E 
  0.051 -0.158 2454353.58290788 237.11 E 
  0.079 -0.152 2454353.58475543 237.11 E 
  0.104 -0.145 2454353.58650018 237.11 E 
 -0.014 -0.093 2454621.86793985 247.65 E 
 -0.006 -0.107 2454621.87124871 247.65 E 
  0.080 -0.171 2454971.91773082  32.24 E 
  0.044 -0.184 2454971.91888314  32.24 E 
  0.037 -0.169 2454971.92004507  32.24 E 
  0.053 -0.193 2454971.92234266  32.25 E 
  0.064 -0.173 2454971.92347137  32.25 E 
 -0.006 -0.131 2454971.92578064  32.25 E 
  0.029 -0.177 2454971.92694095  32.25 E 
  0.053 -0.154 2454971.92966440  32.26 E 
  0.023 -0.176 2454971.93081788  32.26 E 
  0.013 -0.136 2454971.93196581  32.26 E 
  0.039 -0.212 2454971.93427231  32.27 E 
  0.009  0.031 2454973.76546379  35.75 E 
  0.086  0.050 2454973.76663197  35.75 E 
  0.054  0.038 2454973.76779136  35.76 E 
  0.098  0.050 2454973.76894426  35.76 E 
  0.092  0.053 2454973.77006880  35.76 E 
  0.018  0.017 2454973.77122946  35.76 E 
  0.080 -0.003 2454973.77377140  35.77 E 
  0.089 -0.001 2454973.77492164  35.77 E 
  0.091  0.028 2454973.77605116  35.77 E 
  0.066  0.029 2454973.77720811  35.77 E 
  0.054  0.034 2454973.77836414  35.78 E 
  0.120 -0.006 2454973.77951368  35.78 E 
  0.063  0.019 2454973.78067943  35.78 E 
  0.206  0.000 2454974.76236432  37.58 E 
  0.210 -0.015 2454974.76353377  37.58 E 
  0.203 -0.024 2454974.76584398  37.58 E 
  0.187  0.015 2454974.76815754  37.59 E 
  0.191  0.001 2454974.76928034  37.59 E 
  0.180  0.013 2454974.77042884  37.59 E 
  0.229  0.026 2454974.77158510  37.59 E 
  0.222  0.011 2454974.77274506  37.59 E 
  0.175  0.041 2454974.77422115  37.60 E 
  0.184  0.004 2454974.77538273  37.60 E 
  0.215  0.033 2454974.77653853  37.60 E 
  0.178  0.005 2454974.77769641  37.60 E 
  0.164  0.032 2454974.77884966  37.60 E 
  0.215  0.001 2454974.78000997  37.61 E 
  0.209 -0.009 2454974.78116854  37.61 E 
  0.188  0.012 2454974.78232723  37.61 E 
  0.196  0.014 2454974.78348279  37.61 E 
  0.054  0.064 2454975.76499427  39.19 E 
  0.074  0.039 2454975.76906311  39.20 E 
 -0.003  0.011 2454975.77134033  39.20 E 
  0.057  0.060 2454975.77505867  39.21 E 
 -0.007  0.063 2454975.77861831  39.21 E 
  0.047  0.068 2454975.77989715  39.21 E 
 -0.018  0.028 2454975.78327195  39.22 E 
 -0.010  0.035 2454975.78656210  39.22 E 
 -0.031  0.030 2454975.78807904  39.23 E 
 -0.029  0.036 2454975.78922419  39.23 E 
  0.013  0.033 2454975.79035301  39.23 E 
  0.001  0.028 2454975.79150881  39.23 E 
  0.038  0.022 2454975.79263613  39.23 E 
 -0.006  0.043 2454975.79721891  39.24 E 
 -0.056  0.028 2454975.80092359  39.25 E 
 -0.007  0.023 2454975.80305252  39.25 E 
 -0.009  0.045 2454975.80417822  39.25 E 
 -0.007  0.053 2454975.80530786  39.25 E 
  0.009  0.033 2454975.80645544  39.25 E 
 -0.031  0.049 2454975.80757639  39.26 E 
 -0.023  0.057 2454975.80872188  39.26 E 
 -0.016  0.045 2454975.80984458  39.26 E 
 -0.023  0.048 2454975.81099228  39.26 E 
 -0.025  0.046 2454975.81214969  39.26 E 
 -0.026  0.021 2454975.81330803  39.26 E 
  0.039  0.074 2454975.84930392  39.32 E 
  0.061  0.059 2454975.85504308  39.33 E 
  0.066  0.036 2454975.85788484  39.33 E 
  0.066  0.069 2454975.85925360  39.33 E 
