 -0.324 -0.046 2450256.62115741 288.75 PE
 -0.276 -0.026 2450256.62865741 288.75 PE
 -0.243 -0.023 2450256.63158565 288.75 PE
 -0.145 -0.227 2450290.65199167 316.44 PE
 -0.088 -0.083 2450290.65288437 316.44 PE
 -0.121 -0.098 2450290.65349780 316.44 PE
 -0.125 -0.013 2450290.65409977 316.45 PE
 -0.182 -0.144 2450290.65470116 316.45 PE
 -0.125 -0.049 2450290.65590521 316.45 PE
 -0.156 -0.073 2450290.65710856 316.45 PE
 -0.098 -0.026 2450290.65771065 316.45 PE
 -0.017 -0.026 2450358.42901620  14.45 PE
 -0.154  0.053 2450358.46319444  14.48 PE
 -0.102  0.070 2450358.46401620  14.48 PE
 -0.043 -0.075 2453463.58189456 126.94 BC
 -0.061 -0.050 2453463.58660845 126.95 BC
 -0.046 -0.056 2453463.59073854 126.95 BC
 -0.114 -0.044 2453464.63098611 127.42 BC
 -0.112 -0.051 2453464.63319433 127.42 BC
 -0.085 -0.056 2453464.63477836 127.42 BC
 -0.124 -0.048 2453464.63637315 127.42 BC
 -0.082 -0.040 2453464.63795718 127.42 BC
 -0.096 -0.041 2453464.63954201 127.42 BC
 -0.097 -0.064 2453464.64271273 127.43 BC
 -0.096 -0.050 2453464.64429676 127.43 BC
 -0.085 -0.034 2453464.64588264 127.43 BC
  0.038 -0.060 2454331.52455891 168.08 PE
 -0.017 -0.154 2454331.52481644 168.08 PE
  0.015 -0.107 2454331.52558704 168.08 PE
 -0.004 -0.118 2454331.52637905 168.08 PE
  0.019 -0.073 2454331.52663646 168.08 PE
  0.001 -0.061 2454331.52768403 168.08 PE
  0.036 -0.103 2454331.52820995 168.08 PE
 -0.007 -0.103 2454331.52899236 168.08 PE
  0.008 -0.088 2454331.52925972 168.08 PE
  0.017 -0.110 2454331.52977442 168.08 PE
 -0.029 -0.133 2454331.53003183 168.08 PE
  0.018 -0.143 2454331.53134873 168.08 PE
  0.008 -0.109 2454331.53186007 168.08 PE
 -0.010 -0.084 2454331.53211481 168.08 PE
 -0.007 -0.138 2454331.53238206 168.08 PE
  0.056 -0.070 2454331.53344109 168.08 PE
  0.021 -0.085 2454331.53422789 168.08 PE
 -0.024 -0.124 2454331.53553403 168.08 PE
 -0.011 -0.117 2454331.53686539 168.08 PE
  0.000 -0.113 2454331.53978241 168.08 PE
 -0.010 -0.132 2454331.54161829 168.08 PE
  0.058 -0.121 2454331.54215324 168.08 PE
  0.032 -0.142 2454331.54373623 168.08 PE
  0.063 -0.077 2454331.54506748 168.08 PE
  0.054 -0.097 2454331.54612708 168.08 PE
  0.019 -0.108 2454331.54718611 168.08 PE
 -0.137  0.098 2454658.77027141 275.32 PE
 -0.172  0.089 2454658.77393472 275.33 PE
 -0.166  0.071 2454658.77572500 275.33 PE
 -0.129  0.102 2454658.77931308 275.33 PE
 -0.126  0.130 2454658.78110116 275.33 PE
 -0.159  0.108 2454658.78473762 275.34 PE
 -0.123  0.121 2454658.78658854 275.34 PE
 -0.122  0.135 2454658.78876620 275.34 PE
 -0.131  0.124 2454658.79055926 275.34 PE
 -0.125  0.147 2454658.79235266 275.34 PE
 -0.108  0.083 2454658.79414387 275.35 PE
 -0.149  0.130 2454658.79593715 275.35 PE
 -0.022  0.155 2454690.53993079 299.43 BC
  0.048  0.142 2454690.54278414 299.44 BC
 -0.014  0.210 2454690.54421609 299.44 BC
 -0.004  0.108 2454690.54849109 299.44 BC
  0.011  0.138 2454690.55721007 299.45 BC
  0.007  0.138 2454690.55863229 299.45 BC
 -0.030  0.122 2454729.47467292 332.04 PE
 -0.053  0.119 2454729.47586447 332.04 PE
 -0.037  0.147 2454729.47705544 332.04 PE
 -0.035  0.145 2454729.47824699 332.04 PE
 -0.076  0.121 2454729.47944815 332.04 PE
 -0.001  0.128 2454729.48065845 332.04 PE
  0.011  0.138 2454729.48185984 332.04 PE
 -0.040  0.154 2454729.48306053 332.04 PE
 -0.064  0.123 2454729.48426076 332.04 PE
 -0.082  0.099 2454729.48545093 332.04 PE
  0.080 -0.100 2455032.82666968 141.75 BC
 -0.030 -0.089 2455032.82844641 141.75 BC
  0.100 -0.123 2455032.83021296 141.75 BC
  0.056 -0.144 2455032.83199028 141.75 BC
 -0.025 -0.069 2456606.74360280 170.11 PE
 -0.036 -0.061 2456606.75843477 170.10 PE
 -0.025 -0.069 2456606.76057490 170.10 PE
 -0.029 -0.074 2456606.76271503 170.09 PE
 -0.031 -0.078 2456606.76485527 170.09 PE
 -0.041 -0.077 2456606.76699539 170.09 PE
