 -0.018  0.047 2454353.48345198 144.10 E 
 -0.013  0.042 2454353.48452182 144.10 E 
 -0.008  0.038 2454353.48559421 144.10 E 
 -0.020  0.044 2454353.48674128 144.10 E 
 -0.008  0.045 2454353.48786369 144.10 E 
 -0.007  0.053 2454353.48897243 144.10 E 
 -0.011  0.048 2454353.49009472 144.10 E 
  0.001  0.042 2454353.49120636 144.11 E 
 -0.018  0.039 2454353.49233618 144.11 E 
 -0.173  0.054 2454353.49524328 144.11 E 
 -0.163  0.049 2454353.49635607 144.11 E 
 -0.154  0.054 2454353.49747003 144.11 E 
 -0.147  0.051 2454353.49859452 144.11 E 
 -0.158  0.046 2454353.49971449 144.11 E 
 -0.151  0.050 2454353.50085797 144.11 E 
 -0.152  0.053 2454353.50198651 144.12 E 
 -0.143  0.042 2454353.50311992 144.12 E 
  0.025 -0.043 2454974.93116082 296.51 E 
  0.017 -0.073 2454974.93231812 296.51 E 
  0.009 -0.059 2454974.93348190 296.51 E 
  0.036 -0.065 2454974.93523892 296.51 E 
  0.038 -0.073 2454974.93637214 296.51 E 
  0.016 -0.077 2454974.93755282 296.52 E 
